ticker,company_name,cik,exchange,target_end_date,revenue,operating_income,net_income,assets,liabilities,revenue_tag,operating_income_tag,net_income_tag,assets_tag,liabilities_tag,liabilities_calculated,liabilities_method,revenue_end_date,operating_income_end_date,net_income_end_date,assets_end_date,liabilities_end_date,revenue_fiscal_year,revenue_filed_date,data_age_days,is_stale,financial_warning,warning_count,warning_messages,operating_margin,net_margin,liability_to_assets,period_consistent,period_issues,response_seconds
BEEM,Beam Global,0001398805,Nasdaq,2025-12-31,28236000.0,-27532000.0,-27003000.0,42732000.0,17887000.0,Revenues,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-04-09,197,False,False,0,,-0.975067289984417,-0.9563323416914578,0.4185856032949546,True,,1.352
BEEP,Mobile Infrastructure Corp,0001847874,Nasdaq,2025-12-31,35075000.0,,-21440000.0,382464000.0,223419000.0,Revenues,,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,,2025-12-31,2025-12-31,2025-12-31,2025,2026-03-05,197,False,False,0,,,-0.6112615823235923,0.5841569402610441,False,{'operating_income': '값 없음'},1.131
BELFA,BEL FUSE INC /NJ,0000729580,Nasdaq,2025-12-31,675455000.0,110996000.0,61536000.0,935200000.0,416526000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-02-24,197,False,False,0,,0.16432774944296807,0.09110303425098637,0.4453870829769033,True,,1.39
BELFB,BEL FUSE INC /NJ,0000729580,Nasdaq,2025-12-31,675455000.0,110996000.0,61536000.0,935200000.0,416526000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-02-24,197,False,False,0,,0.16432774944296807,0.09110303425098637,0.4453870829769033,True,,1.451
BEN,FRANKLIN RESOURCES INC,0000038777,NYSE,2025-09-30,8770700000.0,604100000.0,524900000.0,32368300000.0,18179500000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-09-30,2025-09-30,2025-09-30,2025-09-30,2025-09-30,2025,2025-11-10,289,False,False,0,,0.06887705656333018,0.05984699054807484,0.56164518989258,True,,1.573
BENF,Beneficient,0001775734,Nasdaq,2026-03-31,-39125000.0,-166512000.0,-87426000.0,238772000.0,337532000.0,Revenues,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026,2026-06-30,107,False,True,2,revenue_non_positive|liabilities_exceed_assets,4.255897763578274,2.2345303514376997,1.4136163369239274,True,,1.273
BENFW,Beneficient,0001775734,Nasdaq,2026-03-31,-39125000.0,-166512000.0,-87426000.0,238772000.0,337532000.0,Revenues,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026,2026-06-30,107,False,True,2,revenue_non_positive|liabilities_exceed_assets,4.255897763578274,2.2345303514376997,1.4136163369239274,True,,1.207
BESS,Bimergen Energy Corp,0001066764,NYSE,2023-12-31,308.0,-927726.0,-920418.0,163417.0,35229.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,CALCULATED:LiabilitiesAndStockholdersEquity-StockholdersEquity,True,LiabilitiesAndEquity - Equity,2023-12-31,2023-12-31,2023-12-31,2023-12-31,2023-12-31,2023,2024-04-01,928,True,False,0,,-3012.0974025974024,-2988.37012987013,0.21557732671631472,True,,1.194
BETA,"BETA Technologies, Inc.",0001784570,NYSE,2025-12-31,35616000.0,-372668000.0,-745868000.0,2106265000.0,288429000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-03-09,197,False,False,0,,-10.463499550763702,-20.941936208445643,0.13693860933928068,True,,1.033
BETR,Better Home & Finance Holding Co,0001835856,Nasdaq,2025-12-31,164872000.0,,-165872000.0,1505434000.0,1468251000.0,RevenueFromContractWithCustomerExcludingAssessedTax,,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,,2025-12-31,2025-12-31,2025-12-31,2025,2026-03-13,197,False,False,0,,,-1.0060653112717746,0.9753008102646812,False,{'operating_income': '값 없음'},0.837
BETRW,Better Home & Finance Holding Co,0001835856,Nasdaq,2025-12-31,164872000.0,,-165872000.0,1505434000.0,1468251000.0,RevenueFromContractWithCustomerExcludingAssessedTax,,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,,2025-12-31,2025-12-31,2025-12-31,2025,2026-03-13,197,False,False,0,,,-1.0060653112717746,0.9753008102646812,False,{'operating_income': '값 없음'},1.017
BFH,"BREAD FINANCIAL HOLDINGS, INC.",0001101215,NYSE,2020-12-31,577200000.0,301000000.0,214000000.0,22547000000.0,21025000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020,2021-02-26,2023,True,False,0,,0.5214830214830215,0.37075537075537074,0.932496562735619,True,,1.588
BFLY,"Butterfly Network, Inc.",0001804176,NYSE,2025-12-31,97610000.0,-86415000.0,-77064000.0,296533000.0,100554000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-02-27,197,False,False,0,,-0.8853088822866509,-0.7895092715910255,0.3390988524042855,True,,1.346
BFRG,"BullFrog AI Holdings, Inc.",0001829247,Nasdaq,2025-12-31,116670.0,-6594636.0,-6498068.0,2808351.0,672022.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-03-19,197,False,False,0,,-56.52383646181538,-55.69613439616011,0.2392941623037861,True,,1.352
BFRGW,"BullFrog AI Holdings, Inc.",0001829247,Nasdaq,2025-12-31,116670.0,-6594636.0,-6498068.0,2808351.0,672022.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-03-19,197,False,False,0,,-56.52383646181538,-55.69613439616011,0.2392941623037861,True,,1.15
BFRI,Biofrontera Inc.,0001858685,Nasdaq,2025-12-31,41705000.0,-11348000.0,-10536000.0,28564000.0,18084000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-03-19,197,False,False,0,,-0.2721016664668505,-0.25263157894736843,0.6331046071978714,True,,1.166
BFRIW,Biofrontera Inc.,0001858685,Nasdaq,2025-12-31,41705000.0,-11348000.0,-10536000.0,28564000.0,18084000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-03-19,197,False,False,0,,-0.2721016664668505,-0.25263157894736843,0.6331046071978714,True,,1.227
BFS,"SAUL CENTERS, INC.",0000907254,NYSE,2025-12-31,289843000.0,195319000.0,37511000.0,2162678000.0,1685421000.0,Revenues,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-02-27,197,False,False,0,,0.6738786170443999,0.12941834027387242,0.7793212859242107,True,,1.377
BG,Bunge Global SA,0001996862,NYSE,2025-12-31,16944000000.0,,816000000.0,44528000000.0,28624000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,,NetIncomeLoss,Assets,CALCULATED:LiabilitiesAndStockholdersEquity-StockholdersEquity,True,LiabilitiesAndEquity - Equity,2025-12-31,,2025-12-31,2025-12-31,2025-12-31,2025,2026-02-19,197,False,False,0,,,0.04815864022662889,0.6428314768235717,False,{'operating_income': '값 없음'},1.312
BGC,"BGC Group, Inc.",0001094831,Nasdaq,2025-12-31,2441991000.0,,154962000.0,4411989000.0,3266647000.0,RevenueFromContractWithCustomerExcludingAssessedTax,,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,,2025-12-31,2025-12-31,2025-12-31,2025,2026-03-02,197,False,False,0,,,0.06345723632888083,0.7404023446114666,False,{'operating_income': '값 없음'},1.631
BGDE,"Big Digital Energy, Inc.",0001218683,Nasdaq,2025-12-31,39754085.0,-19293091.0,-23656569.0,57441666.0,60559457.0,Revenues,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-03-31,197,False,True,1,liabilities_exceed_assets,-0.4853109057849024,-0.5950726573130787,1.054277516950849,True,,1.353
BGLC,BioNexus Gene Lab Corp,0001737523,Nasdaq,2025-12-31,7424911.0,-2965065.0,-2984607.0,9252784.0,637856.0,Revenues,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-04-14,197,False,False,0,,-0.399340140238718,-0.40197209097859893,0.06893665733470056,True,,1.243
BGMS,"Bio Green Med Solution, Inc.",0001130166,Nasdaq,2025-12-31,0.0,-8427000.0,-2998000.0,8185000.0,1343000.0,Revenues,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-03-30,197,False,True,1,revenue_non_positive,,,0.16408063530849115,True,,1.93
BGS,"B&G Foods, Inc.",0001278027,NYSE,2026-01-03,1828687000.0,97147000.0,-43257000.0,2834795000.0,2381870000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2026-01-03,2026-01-03,2026-01-03,2026-01-03,2026-01-03,2026,2026-03-03,194,False,False,0,,0.05312390802800042,-0.023654676825503762,0.8402265419545328,True,,1.571
BGSF,"BGSF, INC.",0001474903,NYSE,2025-12-28,93310000.0,-8903000.0,-11430000.0,57837000.0,9732000.0,Revenues,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-28,2025-12-28,2025-12-28,2025-12-28,2025-12-28,2025,2026-03-30,200,False,False,0,,-0.09541313899903547,-0.12249490944164612,0.1682659888998392,True,,1.369
BH,Biglari Holdings Inc.,0001726173,NYSE,2025-12-31,395261000.0,,-37488000.0,1025383000.0,501954000.0,RevenueFromContractWithCustomerExcludingAssessedTax,,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,,2025-12-31,2025-12-31,2025-12-31,2025,2026-03-02,197,False,False,0,,,-0.09484366026498946,0.48952830308284806,False,{'operating_income': '값 없음'},1.322
BHB,BAR HARBOR BANKSHARES,0000743367,NYSE,2022-12-31,29364000.0,,43557000.0,3909803000.0,3516353000.0,RevenueFromContractWithCustomerExcludingAssessedTax,,NetIncomeLoss,Assets,Liabilities,False,,2022-12-31,,2022-12-31,2022-12-31,2022-12-31,2022,2023-03-14,1293,True,True,1,net_income_exceeds_revenue,,1.48334695545566,0.8993683313455947,False,{'operating_income': '값 없음'},1.418
BHC,Bausch Health Companies Inc.,0000885590,NYSE,2025-12-31,10266000000.0,1813000000.0,157000000.0,26366000000.0,25989000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-02-19,197,False,False,0,,0.17660237677771284,0.015293200857198519,0.9857012819540317,True,,1.631
BHE,BENCHMARK ELECTRONICS INC,0000863436,NYSE,2025-12-31,2748742000.0,76049000.0,24852000.0,2071715000.0,971912000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-02-24,197,False,False,0,,0.02766683813904688,0.009041226859414234,0.4691340266397646,True,,1.56
BHM,"Bluerock Homes Trust, Inc.",0001903382,NYSE,2025-12-31,68734000.0,,-32598000.0,1154405000.0,462565000.0,Revenues,,ProfitLoss,Assets,Liabilities,False,,2025-12-31,,2025-12-31,2025-12-31,2025-12-31,2025,2026-02-27,197,False,False,0,,,-0.47426310123083193,0.4006955964327944,False,{'operating_income': '값 없음'},1.356
BHR,Braemar Hotels & Resorts Inc.,0001574085,NYSE,2025-12-31,704015000.0,72364000.0,-22318000.0,1861732000.0,1336611000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-03-12,197,False,False,0,,0.10278758265093783,-0.03170102909739139,0.7179395315759733,True,,1.618
BIAF,"bioAffinity Technologies, Inc.",0001712762,Nasdaq,2025-12-31,6161959.0,-10572508.0,-14909754.0,10960772.0,3683116.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-03-16,197,False,False,0,,-1.7157705852960072,-2.4196451161067447,0.3360270608676104,True,,1.674
BIAFW,"bioAffinity Technologies, Inc.",0001712762,Nasdaq,2025-12-31,6161959.0,-10572508.0,-14909754.0,10960772.0,3683116.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-03-16,197,False,False,0,,-1.7157705852960072,-2.4196451161067447,0.3360270608676104,True,,1.299
BIIB,BIOGEN INC.,0000875045,Nasdaq,2025-12-31,9890600000.0,,1292900000.0,29439500000.0,11182700000.0,Revenues,,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,,2025-12-31,2025-12-31,2025-12-31,2025,2026-02-06,197,False,False,0,,,0.13072007764948537,0.3798535980570322,False,{'operating_income': '값 없음'},1.633
BILL,"BILL Holdings, Inc.",0001786352,NYSE,2025-06-30,1462570000.0,-80602000.0,23799000.0,10063982000.0,6149942000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-06-30,2025-06-30,2025-06-30,2025-06-30,2025-06-30,2025,2025-08-28,381,False,False,0,,-0.0551098408965041,0.01627204168005634,0.6110843600475439,True,,1.259
BIO,"BIO-RAD LABORATORIES, INC.",0000012208,NYSE,2025-12-31,2583200000.0,47200000.0,759900000.0,10576500000.0,3122900000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-02-13,197,False,False,0,,0.018271910808299784,0.29417002167853823,0.2952678107124285,True,,1.492
BIOA,"BioAge Labs, Inc.",0001709941,Nasdaq,2025-12-31,8995000.0,-92780000.0,-80605000.0,294889000.0,22838000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-03-24,197,False,False,0,,-10.314619232907171,-8.961089494163424,0.07744608988466847,True,,1.241
BJ,"BJ's Wholesale Club Holdings, Inc.",0001531152,NYSE,2026-01-31,21457274000.0,816604000.0,578377000.0,7510475000.0,5312816000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2026-01-31,2026-01-31,2026-01-31,2026-01-31,2026-01-31,2025,2026-03-12,166,False,False,0,,0.03805721080879146,0.026954821940568967,0.7073874821499306,True,,1.255
BJDX,"Bluejay Diagnostics, Inc.",0001704287,Nasdaq,2022-12-31,249040.0,-9317776.0,-9296948.0,13521265.0,1979992.0,Revenues,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2022-12-31,2022-12-31,2022-12-31,2022-12-31,2022-12-31,2023,2024-03-28,1293,True,False,0,,-37.414776742691934,-37.33114359139094,0.14643541118379086,True,,1.296
BJRI,BJs RESTAURANTS INC,0001013488,Nasdaq,2025-12-30,1399126000.0,46310000.0,48808000.0,1015455000.0,649262000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-30,2025-12-30,2025-12-30,2025-12-30,2025-12-30,2023,2026-03-02,198,False,False,0,,0.03309923480801586,0.03488463512221201,0.6393803762845227,True,,2.082
BKD,Brookdale Senior Living Inc.,0001332349,NYSE,2025-12-31,3194066000.0,13498000.0,-262692000.0,5952243000.0,5995620000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-02-19,197,False,True,1,liabilities_exceed_assets,0.0042259615173888074,-0.08224376077388507,1.0072875048952135,True,,1.754
BKE,BUCKLE INC,0000885245,NYSE,2026-01-31,1297835000.0,261444000.0,209744000.0,991279000.0,566636000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2026-01-31,2026-01-31,2026-01-31,2026-01-31,2026-01-31,2025,2026-04-01,166,False,False,0,,0.2014462547242138,0.16161068240569873,0.571621107680078,True,,1.271
BKH,BLACK HILLS CORP /SD/,0001130464,NYSE,2025-12-31,2286200000.0,537500000.0,291600000.0,10869800000.0,7046200000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,CALCULATED:LiabilitiesAndStockholdersEquity-StockholdersEquity,True,LiabilitiesAndEquity - Equity,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-02-11,197,False,False,0,,0.2351062899133934,0.1275478960720847,0.6482363980938012,True,,1.674
BKKT,"Bakkt, Inc.",0001820302,NYSE,2025-12-31,2335243000.0,-147835000.0,-107212000.0,162788000.0,50006000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-03-19,197,False,False,0,,-0.06330604566633966,-0.045910425595965816,0.30718480477676485,True,,1.29
BKNG,Booking Holdings Inc.,0001075531,Nasdaq,2025-12-31,26917000000.0,8825000000.0,,29264000000.0,34842000000.0,Revenues,OperatingIncomeLoss,,Assets,Liabilities,False,,2025-12-31,2025-12-31,,2025-12-31,2025-12-31,2025,2026-02-18,197,False,True,1,liabilities_exceed_assets,0.3278597169075306,,1.1906096227446692,False,{'net_income': '값 없음'},1.383
BKR,Baker Hughes Co,0001701605,Nasdaq,2025-12-31,27733000000.0,,2588000000.0,40881000000.0,22047000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,,NetIncomeLoss,Assets,CALCULATED:LiabilitiesAndStockholdersEquity-StockholdersEquity,True,LiabilitiesAndEquity - Equity,2025-12-31,,2025-12-31,2025-12-31,2025-12-31,2025,2026-02-05,197,False,False,0,,,0.09331842930804457,0.5392969839289645,False,{'operating_income': '값 없음'},1.445
BKSY,BlackSky Technology Inc.,0001753539,NYSE,2025-12-31,106575000.0,-46901000.0,-70260000.0,386246000.0,291371000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-03-17,197,False,False,0,,-0.44007506450856204,-0.6592540464461647,0.7543663882603315,True,,1.196
BKTI,BK Technologies Corp,0000002186,NYSE,2023-12-31,74094000.0,-777000.0,-2230000.0,49408000.0,28097000.0,Revenues,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2023-12-31,2023-12-31,2023-12-31,2023-12-31,2023-12-31,2023,2024-03-14,928,True,False,0,,-0.010486679083326586,-0.030096903932842065,0.5686730893782384,True,,1.349
BKV,BKV Corp,0001838406,NYSE,2025-12-31,893781000.0,217613000.0,173132000.0,3129707000.0,1069385000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-03-06,197,False,False,0,,0.24347463192885058,0.1937074070717547,0.3416885350609498,True,,1.038
BKYI,BIO KEY INTERNATIONAL INC,0001019034,Nasdaq,2017-12-31,6302984.0,-4275365.0,-4275338.0,16078822.0,2325527.0,Revenues,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2017-12-31,2017-12-31,2017-12-31,2017-12-31,2017-12-31,2017,2018-04-02,3119,True,False,0,,-0.678308083917078,-0.6783038002317633,0.14463292149138787,True,,1.473
BL,"BLACKLINE, INC.",0001666134,Nasdaq,2025-12-31,700427000.0,25552000.0,24518000.0,1759519000.0,1388072000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-02-26,197,False,False,0,,0.036480603974432736,0.03500436162512296,0.788892873563741,True,,1.402
BLBD,Blue Bird Corp,0001589526,Nasdaq,2025-09-27,1480099000.0,167166000.0,127720000.0,625255000.0,369840000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,CALCULATED:LiabilitiesAndStockholdersEquity-StockholdersEquity,True,LiabilitiesAndEquity - Equity,2025-09-27,2025-09-27,2025-09-27,2025-09-27,2025-09-27,2025,2025-11-24,292,False,False,0,,0.11294244506617462,0.08629152509392952,0.5915026669118999,True,,1.473
BLCO,Bausch & Lomb Corp,0001860742,NYSE,2025-12-31,5101000000.0,113000000.0,-360000000.0,14022000000.0,7503000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-02-18,197,False,False,0,,0.022152519113899236,-0.07057439717702411,0.5350877192982456,True,,1.173
BLDR,"Builders FirstSource, Inc.",0001316835,NYSE,2025-12-31,15190638000.0,786276000.0,435199000.0,11237530000.0,6885279000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-02-17,197,False,False,0,,0.05176056463197925,0.028649158777926245,0.6127039482875686,True,,1.569
BLFS,BIOLIFE SOLUTIONS INC,0000834365,Nasdaq,2017-12-31,11021821.0,-1056000.0,-2515000.0,12143000.0,2051000.0,SalesRevenueGoodsNet,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2017-12-31,2017-12-31,2017-12-31,2017-12-31,2017-12-31,2017,2018-03-09,3119,True,False,0,,-0.09580993921058961,-0.22818370938885688,0.1689038952482912,True,,1.501
BLIN,"Bridgeline Digital, Inc.",0001378590,Nasdaq,2025-09-30,15383000.0,-2427000.0,-2518000.0,15326000.0,5758000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-09-30,2025-09-30,2025-09-30,2025-09-30,2025-09-30,2025,2025-12-19,289,False,False,0,,-0.1577715660144315,-0.16368718715465125,0.375701422419418,True,,1.4
BLK,"BlackRock, Inc.",0002012383,NYSE,2025-12-31,24216000000.0,7045000000.0,5553000000.0,169998000000.0,108456000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-02-25,197,False,False,0,,0.2909233564585398,0.22931119920713577,0.6379839762820739,True,,1.183
BLKB,BLACKBAUD INC,0001280058,Nasdaq,2025-12-31,1128365000.0,190754000.0,114970000.0,2390682000.0,2305628000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-02-18,197,False,False,0,,0.1690534534481307,0.10189078888480235,0.9644227044834904,True,,1.676
BLLN,"BillionToOne, Inc.",0002070849,Nasdaq,2025-12-31,305112000.0,16023000.0,7454000.0,632654000.0,152549000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-03-11,197,False,False,0,,0.05251514198064973,0.02443037310889116,0.2411254809105767,True,,1.163
BLMN,"Bloomin' Brands, Inc.",0001546417,Nasdaq,2025-12-28,3955996000.0,37163000.0,8237000.0,3171907000.0,2834742000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-28,2025-12-28,2025-12-28,2025-12-28,2025-12-28,2025,2026-02-25,200,False,False,0,,0.009394094432855847,0.0020821557959108147,0.8937027472747467,True,,1.446
BLND,"Blend Labs, Inc.",0001855747,NYSE,2025-12-31,123585000.0,-21735000.0,-6801000.0,170045000.0,41023000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-03-16,197,False,False,0,,-0.17587085811384875,-0.05503095035805316,0.24124790496633244,True,,1.165
BLNE,"Beeline Holdings, Inc.",0001534708,Nasdaq,2025-12-31,7770000.0,-19541000.0,-23167000.0,70217000.0,16609000.0,Revenues,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-03-31,197,False,False,0,,-2.514929214929215,-2.9815958815958816,0.23653816027457739,True,,1.486
BLNK,Blink Charging Co.,0001429764,Nasdaq,2025-12-31,103520000.0,-84100000.0,-83385000.0,147453000.0,82963000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-03-31,197,False,False,0,,-0.8124034003091191,-0.8054965224111282,0.562640298942714,True,,1.508
BLZE,"Backblaze, Inc.",0001462056,Nasdaq,2025-12-31,145835000.0,-23623000.0,-25612000.0,191826000.0,108605000.0,RevenueFromContractWithCustomerExcludingAssessedTax,OperatingIncomeLoss,NetIncomeLoss,Assets,Liabilities,False,,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025-12-31,2025,2026-03-10,197,False,False,0,,-0.16198443446360614,-0.1756231357355916,0.5661641279075829,True,,1.215
